appid,name,release_date,developer,publisher,primary_genre,is_indie,price_usd,positive_ratings,negative_ratings,total_ratings,average_playtime_min,median_playtime_min,platforms
100453,Dark Colony 6,2022-07-01,Private Division,Square Enix,Adventure,False,16.91,1752,473,2225,982,556,windows
100454,Silent Reckoning,2010-10-06,Golden Colony 7 Studio,Devolver Digital,Indie,True,5.64,1052,319,1371,366,161,windows;mac;linux
100455,Golden Protocol,2024-03-04,Neon Uprising Studio,Devolver Digital,Indie,True,4.89,2963,19826,22789,620,195,windows
100456,Eternal Chronicles,2023-12-15,Devolver Digital,Ubisoft,RPG,False,49.63,104,3813,3917,1859,987,windows;linux
100457,Lost Colony 3,2018-09-18,Lost Horizon Studio,Annapurna Interactive,Action,True,8.84,66,35,101,1256,870,windows;mac
100458,Iron Uprising 4,2020-03-23,Indie Collective,Focus Entertainment,Simulation,False,20.9,507,488,995,1209,810,windows;mac;linux
100459,Lost Wanderer,2018-09-24,Silent Legacy Studio,Devolver Digital,Indie,True,4.12,9,2,11,775,442,windows;mac
100460,Crimson Odyssey,2020-06-05,Valve,Square Enix,Adventure,False,23.91,241,46,287,595,319,windows;mac;linux
100461,Shadow Legacy,2025-10-25,Team17,Valve,RPG,False,34.77,1291,254,1545,4843,2875,windows;mac
100462,Rusty Kingdom,2019-06-01,,Paradox Interactive,Indie,True,4.18,466,326,792,1127,532,windows
100463,Crimson Colony,2018-11-25,Silent Frontier 2 Studio,Team17,Action,True,11.07,592,23,615,2499,963,windows;linux
100464,Rusty Sanctuary,2019-12-18,Indie Collective,Square Enix,Adventure,False,,1535,286,1821,1168,735,windows
100465,Neon Odyssey,2017-04-09,Rusty Protocol Studio,505 Games,Adventure,True,7.49,132,20,152,1487,628,windows
100466,Shadow Citadel,2025-01-22,Ubisoft,Solo Studio,Action,False,26.07,1299,974,2273,1253,620,windows;mac;linux
100467,Lost Chronicles,2022-08-04,Silent Descent Studio,Team17,Action,True,12.76,444,102,546,2410,1162,windows
100468,Shadow Reckoning,2024-09-08,,Team17,Simulation,True,9.1,567,42,609,3371,2448,windows;mac;linux
100469,Broken Wanderer,2011-12-12,Rusty Uprising 1 Studio,Solo Studio,RPG,True,15.69,402,470,872,4459,2587,windows;mac;linux
100470,Neon Chronicles,2024-09-04,Raw Fury,Indie Collective,Action,False,22.66,687,491,1178,1186,558,windows
100471,Broken Kingdom,2024-10-10,Void Sanctuary Studio,Valve,RPG,True,14.57,32,14,46,3352,1105,windows;mac
100472,Shadow Uprising,2019-10-16,Valve,505 Games,RPG,False,28.93,687,171,858,4786,3107,windows;mac;linux
100473,Lost Reckoning,2025-07-02,Solo Studio,505 Games,Strategy,False,22.58,566,308,874,1783,1262,windows;mac;linux
100474,Lost Requiem,2016-07-28,Square Enix,Team17,Strategy,False,21.18,735,484,1219,3027,2145,windows
100475,Neon Descent,2022-08-10,Void Sanctuary Studio,EA,Adventure,True,9.13,353,92,445,915,553,windows;mac
100476,Broken Requiem,2024-05-22,Rusty Citadel Studio,Team17,Indie,True,4.7,561,129,690,1196,720,windows;mac
100477,Ashen Protocol,2019-11-27,Rogue Frontier Studio,Paradox Interactive,Indie,True,5.16,219,30,249,574,257,windows
100478,Neon Odyssey,2022-03-03,Golden Chronicles Studio,Indie Collective,Sports,True,11.73,47,472,519,1392,849,windows
100479,Golden Uprising,2020-01-25,Iron Sanctuary Studio,505 Games,Indie,True,4.46,355,5,360,961,597,windows
100480,Iron Protocol,2012-12-18,Neon Odyssey Studio,Devolver Digital,RPG,True,16.07,79,14,93,4112,2406,windows;mac
100481,Lost Kingdom,2024-06-12,Shadow Legacy Studio,Devolver Digital,Simulation,True,8.38,208,73,281,1475,817,windows
100482,Rusty Reckoning,2024-08-09,Square Enix,Focus Entertainment,Adventure,False,15.75,14617,2974,17591,940,610,windows
100483,Frozen Legacy,2009-09-11,Neon Frontier 1 Studio,Annapurna Interactive,RPG,True,13.54,376,70,446,3296,1393,windows;mac
100484,Rusty Odyssey,2011-02-16,Iron Kingdom Studio,Ubisoft,Indie,True,3.93,4281,341,4622,747,543,windows;mac;linux
100485,Rogue Protocol,2020-03-14,Focus Entertainment,Paradox Interactive,Action,False,18.63,11560,5415,16975,1818,1006,windows;linux
100486,Eternal Colony,2011-05-05,Solo Studio,Team17,Strategy,False,15.49,6137,2032,8169,2884,1875,windows
100487,Broken Protocol,2018-04-19,Indie Collective,Focus Entertainment,Simulation,False,18.16,9814,1838,11652,1774,973,windows
100488,Rusty Colony,2022-03-01,,505 Games,Simulation,False,26.74,97,85,182,999,337,windows;linux
100489,Shadow Odyssey,2024-07-15,Ashen Sanctuary Studio,Devolver Digital,Casual,True,3.29,73,117,190,481,351,windows
100490,Frozen Sanctuary,2020-03-12,Devolver Digital,Square Enix,Action,False,16.76,148,20,168,1597,1109,windows;mac;linux
100491,Silent Requiem 2,2017-05-18,Void Colony Studio,Paradox Interactive,Simulation,True,11.47,8,3,11,2720,1641,windows;linux
100492,Golden Wanderer,2021-03-08,Frozen Legacy Studio,Raw Fury,RPG,True,12.57,346,90,436,3657,2629,windows
100493,Iron Frontier,2012-01-21,Raw Fury,EA,Adventure,False,16.44,1438,211,1649,966,330,windows;mac
100494,Eternal Kingdom 5,2022-10-20,Rogue Frontier Studio,Raw Fury,Simulation,True,11.29,70,28,98,2594,1058,windows
100495,Broken Citadel,2017-12-02,Valve,Valve,Action,False,0.0,2912,1159,4071,2062,677,windows;mac;linux
100496,Broken Horizon,2015-04-06,Dark Reckoning Studio,Annapurna Interactive,RPG,True,8.79,137,30,167,3978,1285,windows
100497,Shadow Kingdom,2008-10-17,Square Enix,EA,Strategy,False,34.22,43199,12091,55290,3505,2514,windows
100498,Void Legacy 2,2013-07-03,,Ubisoft,Strategy,False,33.41,420,51,471,3965,1190,windows
100499,Crimson Chronicles,2016-12-10,505 Games,Valve,Simulation,False,34.21,1725,465,2190,652,447,windows;linux
100500,Eternal Requiem,2023-07-19,Team17,Focus Entertainment,Action,False,32.51,9165,4503,13668,1280,888,windows;mac;linux
100501,Golden Legacy,2018-02-12,Broken Sanctuary Studio,Team17,Casual,True,3.31,26,132,158,426,272,windows
100502,Iron Requiem,2016-04-17,Paradox Interactive,Devolver Digital,Strategy,False,26.48,115,73,188,2283,1534,windows
100503,Neon Kingdom,2009-07-01,Crimson Kingdom Studio,Devolver Digital,Adventure,True,6.93,897,108,1005,1507,1085,windows
100504,Rogue Protocol,2023-07-23,Ubisoft,Ubisoft,RPG,False,25.61,1018,3460,4478,2126,1034,windows;mac
100505,Neon Colony,2019-09-07,Ashen Citadel Studio,Focus Entertainment,Action,True,8.08,2127,1286,3413,2594,1601,windows
100506,Frozen Horizon 3,2014-04-05,Ashen Colony Studio,Solo Studio,Free to Play,True,0.0,181,17,198,2678,2141,windows
100507,Void Citadel,2018-07-20,Private Division,Valve,Adventure,False,19.3,9785,1813,11598,671,259,windows
100508,Ashen Kingdom,2012-04-17,Team17,Team17,Casual,False,10.14,12879,5344,18223,319,214,windows
100509,Shadow Colony,2025-09-04,Iron Reckoning Studio,505 Games,Adventure,True,8.89,414,19,433,1306,805,windows;linux
100510,Iron Chronicles,2023-02-23,Valve,Square Enix,Racing,False,19.69,1242,89,1331,1735,529,windows;linux
100511,Eternal Citadel,2016-04-03,Eternal Descent Studio,Annapurna Interactive,Indie,True,3.88,42,42,84,1131,612,windows
100512,Broken Requiem,2008-05-24,Crimson Citadel 2 Studio,Raw Fury,Indie,True,0.0,374,158,532,541,291,windows
100513,Golden Protocol,2022-02-05,Devolver Digital,Annapurna Interactive,Adventure,False,17.92,148004,47189,195193,1069,490,windows
100514,Crimson Sanctuary 4,2022-03-17,Private Division,Devolver Digital,Action,False,,275,152,427,2532,1960,windows
100515,Shadow Chronicles,2021-01-23,Broken Citadel Studio,Valve,Sports,True,16.36,244,101,345,1329,636,windows
100516,Silent Reckoning,2012-01-20,505 Games,Devolver Digital,RPG,False,0.0,8265,2487,10752,4779,1584,windows
100517,Shadow Kingdom,2017-10-18,Rusty Kingdom Studio,Annapurna Interactive,Indie,True,4.03,422,148,570,361,250,windows;linux
100518,Void Frontier,2018-10-03,Iron Sanctuary Studio,Focus Entertainment,Casual,True,3.31,453,109,562,288,147,windows
100519,Crimson Horizon,2014-09-05,Team17,Square Enix,RPG,False,22.34,2103,196,2299,4131,3081,windows
100520,Broken Sanctuary,2022-06-21,Rusty Protocol Studio,Private Division,Simulation,True,9.06,174,71,245,2707,978,windows
100521,Lost Uprising,2023-05-10,,505 Games,Free to Play,False,0.0,663,238,901,3135,945,windows
100522,Rogue Wanderer,2021-05-17,Eternal Wanderer Studio,EA,Indie,True,,57,2112,2169,604,289,windows;mac
100523,Ashen Legacy,2022-09-26,Indie Collective,Team17,Strategy,False,34.77,3844,230,4074,4805,3813,windows
100524,Neon Chronicles,2017-12-15,Valve,Focus Entertainment,Strategy,False,23.21,2241,484,2725,3460,1372,windows;linux
100525,Void Kingdom,2019-07-18,Square Enix,Team17,RPG,False,0.0,23259,9851,33110,2485,1549,windows
100526,Dark Descent,2020-09-03,Crimson Uprising Studio,EA,Adventure,True,5.33,422,227,649,582,402,windows
100527,Ashen Citadel,2016-03-26,Eternal Horizon Studio,Annapurna Interactive,Adventure,True,9.37,0,105,105,1134,847,windows
100528,Dark Reckoning,2025-09-19,Raw Fury,Private Division,Action,False,20.46,1275,528,1803,716,489,windows
100529,Broken Citadel,2025-01-08,Neon Uprising Studio,Private Division,Adventure,True,8.82,545,168,713,1101,469,windows;linux
100530,Rogue Reckoning,2018-11-20,Team17,Paradox Interactive,Strategy,False,25.08,24862,10258,35120,3491,2413,windows
100531,Silent Protocol,2025-04-26,Raw Fury,Annapurna Interactive,Action,False,20.26,6795,2097,8892,2414,803,windows;mac
100532,Iron Kingdom,2025-02-15,Paradox Interactive,Team17,Strategy,False,22.54,5674,352,6026,4345,3312,windows;linux
100533,Rogue Requiem,2023-02-24,Paradox Interactive,Focus Entertainment,Casual,False,8.02,17097,9148,26245,194,113,windows
100534,Rogue Descent,2017-05-21,Indie Collective,Valve,RPG,False,34.24,12800,4809,17609,3549,2082,windows;mac;linux
100535,Lost Odyssey,2020-01-02,Raw Fury,Indie Collective,Simulation,False,33.05,2809,2828,5637,1445,988,windows
100536,Rusty Horizon,2022-11-14,Indie Collective,Indie Collective,RPG,False,35.79,5104,2528,7632,2916,2121,windows
100537,Lost Horizon,2025-01-25,Annapurna Interactive,Valve,RPG,False,28.41,13065,3360,16425,2593,1121,windows;mac
100538,Iron Frontier,2022-06-04,Golden Kingdom Studio,Private Division,Action,True,9.73,552,30,582,2908,1301,windows
100539,Void Reckoning,2020-10-01,Private Division,Square Enix,Strategy,False,21.29,2932,680,3612,3893,2867,windows;linux
100540,Crimson Wanderer,2014-06-14,Dark Citadel Studio,Focus Entertainment,Action,True,10.62,1564,340,1904,1900,1501,windows;mac
100541,Rogue Sanctuary 3,2017-02-15,Ashen Legacy Studio,Indie Collective,Adventure,True,8.69,19,3,22,1776,1172,windows;mac;linux
100542,Broken Kingdom,2020-05-11,Solo Studio,505 Games,Strategy,False,30.56,5601,1179,6780,5474,3929,windows
100543,Dark Protocol,2020-04-16,Ashen Protocol Studio,Indie Collective,Strategy,True,11.39,364,44,408,3492,1561,windows;mac;linux
100544,Dark Odyssey,2018-01-22,Valve,Devolver Digital,Adventure,False,21.2,11302,1926,13228,1669,1116,windows
100545,Eternal Descent,2015-05-16,Raw Fury,Ubisoft,Simulation,False,17.26,201848,25932,227780,3574,1592,windows
100546,Rogue Reckoning,2013-12-18,Crimson Descent Studio,Ubisoft,RPG,True,14.33,3771,406,4177,3307,1458,windows;mac
100547,Shadow Uprising,2018-06-03,Frozen Reckoning Studio,EA,Action,True,9.07,52,18,70,1959,797,windows;mac;linux
100548,Lost Frontier,2024-07-07,Team17,Valve,Adventure,False,22.36,20684,3264,23948,1644,713,windows
100549,Crimson Requiem 4,2017-08-28,Rogue Reckoning Studio,Team17,Adventure,True,7.78,316,22,338,1594,1191,windows;mac;linux
100550,Frozen Kingdom,2024-01-13,Eternal Colony 5 Studio,Team17,Indie,True,5.55,1112,764,1876,769,414,windows;mac
100551,Crimson Descent,2022-12-19,Indie Collective,Indie Collective,Sports,False,59.52,3591,690,4281,2055,920,windows;mac
100552,Rusty Sanctuary,2023-12-18,Broken Colony Studio,Private Division,Indie,True,5.01,316,75,391,465,245,windows;mac;linux
100553,Iron Chronicles,2018-06-15,Eternal Frontier Studio,Private Division,Indie,True,6.26,788,124,912,754,589,windows
100554,Neon Horizon,2024-12-22,Silent Odyssey Studio,EA,Indie,True,4.7,353,195,548,553,241,windows
100555,Rusty Requiem,2021-02-22,Ashen Kingdom Studio,Team17,Indie,True,5.18,149,29,178,960,673,windows;mac
100556,Void Descent 4,2021-02-17,Broken Colony Studio,Annapurna Interactive,RPG,True,13.77,89,19,108,4509,2323,windows
100557,Golden Descent,2019-09-12,Valve,505 Games,Simulation,False,30.88,2687,211,2898,1517,704,windows
100558,Lost Requiem,2017-09-04,Ubisoft,Devolver Digital,Casual,False,9.88,3181,1528,4709,274,161,windows
100559,Frozen Frontier,2019-03-22,Solo Studio,Private Division,Casual,False,8.4,2721,936,3657,357,224,windows
100560,Broken Chronicles,2021-07-25,Focus Entertainment,Raw Fury,Free to Play,False,0.0,15916,10703,26619,1431,541,windows;mac;linux
100561,Frozen Reckoning,2023-02-07,Valve,Square Enix,RPG,False,27.5,609,329,938,3895,1875,windows;mac
100562,Void Horizon,2018-02-10,Void Sanctuary Studio,Raw Fury,RPG,True,10.42,55,54,109,2559,1870,windows
100563,Void Odyssey,2022-07-04,Neon Protocol Studio,Raw Fury,Strategy,True,8.38,19,24,43,1885,1419,windows
100564,Dark Chronicles,2023-11-17,Neon Citadel Studio,EA,Indie,True,3.52,230,244,474,353,195,windows;linux
100565,Crimson Protocol,2012-04-12,Ubisoft,Team17,Action,False,31.18,701,90,791,855,263,windows
100566,Broken Sanctuary,2014-02-12,EA,Raw Fury,Action,False,27.3,1610,381,1991,1387,479,windows
100567,Shadow Citadel,2012-10-14,Eternal Chronicles Studio,505 Games,Indie,True,3.79,152,241,393,926,660,windows
100568,Shadow Reckoning,2020-05-19,Square Enix,Annapurna Interactive,Action,False,28.84,1753,216,1969,981,526,windows
100569,Shadow Citadel,2024-05-14,Crimson Colony Studio,Ubisoft,Indie,True,4.36,64,12,76,980,450,windows
100570,Ashen Sanctuary,2013-02-08,Eternal Requiem Studio,Private Division,Indie,True,5.0,49,5,54,1324,949,windows
100571,Golden Legacy,2020-11-13,Solo Studio,Focus Entertainment,Casual,False,13.28,597,222,819,387,229,windows
100572,Frozen Uprising,2022-10-07,Silent Reckoning Studio,Solo Studio,Indie,True,0.0,245,94,339,681,486,windows;linux
100573,Dark Kingdom,2020-07-15,Crimson Horizon 7 Studio,Solo Studio,Action,True,8.3,342,24,366,1524,781,windows
100574,Dark Legacy,2024-04-06,Broken Chronicles Studio,Annapurna Interactive,Adventure,True,5.73,554,176,730,1310,806,windows
100575,Void Frontier,2018-02-17,Crimson Uprising Studio,Ubisoft,Action,True,8.72,365,49,414,1353,519,windows
100576,Crimson Kingdom,2022-06-05,,Valve,Casual,False,12.98,1217,194,1411,399,157,windows
100577,Crimson Kingdom,2020-10-22,Private Division,Raw Fury,Sports,False,52.99,628,87,715,1446,487,windows
100578,Ashen Descent,2018-06-07,Team17,Square Enix,Simulation,False,32.82,4258,1834,6092,2467,1591,windows;mac;linux
100579,Eternal Requiem,2016-12-17,Paradox Interactive,Annapurna Interactive,Action,False,0.0,3355,725,4080,1520,728,windows;mac;linux
100580,Shadow Citadel,2010-10-05,Void Legacy Studio,Solo Studio,Action,True,0.0,113,166,279,889,497,windows
100581,Eternal Colony,2022-11-11,Rogue Reckoning Studio,Raw Fury,Action,True,7.09,675,38,713,1130,341,windows
100582,Void Kingdom 2,2025-08-13,Broken Reckoning Studio,505 Games,Action,True,8.38,1609,312,1921,1494,988,windows;mac
100583,Shadow Wanderer,2020-05-05,Dark Requiem Studio,Team17,Strategy,True,13.49,2081,2027,4108,2958,1400,windows
100584,Ashen Odyssey,2016-04-27,Focus Entertainment,505 Games,Action,False,29.63,2545,373,2918,2451,1277,windows;mac;linux
100585,Void Uprising,2018-12-26,Solo Studio,Devolver Digital,Casual,False,9.86,11499,2839,14338,333,136,windows
100586,Iron Descent,2017-12-11,Annapurna Interactive,Annapurna Interactive,Casual,False,9.73,1996,111,2107,382,189,windows
100587,Rusty Requiem,2024-01-14,Crimson Horizon Studio,Solo Studio,Indie,True,4.51,45,7,52,1093,777,windows
100588,Silent Uprising,2020-09-21,Lost Odyssey Studio,EA,Adventure,True,8.72,6964,791,7755,393,233,windows
100589,Eternal Uprising,2016-11-06,Annapurna Interactive,Private Division,Adventure,False,18.58,759,199,958,1277,801,windows;mac;linux
100590,Crimson Horizon,2023-06-01,Focus Entertainment,Solo Studio,Adventure,False,13.83,4324,1783,6107,1409,1015,windows
100591,Broken Chronicles,2016-08-17,Rusty Sanctuary Studio,505 Games,Indie,True,4.42,1419,518,1937,714,287,windows
100592,Broken Kingdom 5,2013-01-18,Focus Entertainment,Indie Collective,RPG,False,0.0,25925,655,26580,3311,1900,windows
100593,Rusty Wanderer,2015-06-25,Annapurna Interactive,Annapurna Interactive,Adventure,False,22.31,329,27,356,875,448,windows
100594,Rogue Reckoning,2018-05-18,Lost Chronicles Studio,Raw Fury,Indie,True,6.07,102,25,127,560,251,windows
100595,Rusty Chronicles,2009-02-18,505 Games,Valve,Action,False,23.36,913,371,1284,2078,1608,windows
100596,Dark Frontier,2018-01-22,Frozen Sanctuary Studio,Ubisoft,RPG,True,10.16,2474,438,2912,5705,2186,windows
100597,Void Protocol,2020-09-06,Solo Studio,Valve,RPG,False,,2016,534,2550,4886,2573,windows
100598,Golden Colony,2015-10-27,Iron Descent 4 Studio,Indie Collective,Strategy,True,8.67,41,30,71,2423,1845,windows;mac;linux
100599,Rusty Colony,2020-08-07,Annapurna Interactive,Focus Entertainment,Adventure,False,10.94,1157,98,1255,1434,872,windows;linux
100600,Frozen Wanderer,2018-09-22,Indie Collective,Private Division,Simulation,False,16.08,414,90,504,2176,705,windows;mac
100601,Broken Horizon,2025-10-23,Dark Colony Studio,Private Division,Sports,True,17.66,16,3,19,1605,789,windows
100602,Rusty Frontier,2019-04-01,Private Division,505 Games,Strategy,False,42.46,4210,2173,6383,4945,2575,windows;mac
100603,Eternal Odyssey,2022-07-21,Ashen Descent Studio,Square Enix,Action,True,11.99,12265,3770,16035,1118,637,windows
100604,Lost Uprising,2019-10-24,Private Division,505 Games,Action,False,18.14,374298,125702,500000,1794,1214,windows
100605,Crimson Chronicles,2018-02-23,Lost Protocol Studio,Valve,Indie,True,4.18,153,12,165,1003,560,windows
100606,Rogue Odyssey,2024-04-20,Raw Fury,Devolver Digital,Action,False,27.51,434,61,495,1980,944,windows;linux
100607,Ashen Descent,2023-01-13,Golden Descent 6 Studio,Ubisoft,Indie,True,6.36,85,55,140,829,435,windows;mac
100608,Iron Frontier,2016-05-18,Eternal Chronicles 7 Studio,Raw Fury,Adventure,True,8.71,107,31,138,1495,1049,windows
100609,Iron Horizon,2022-05-15,Broken Kingdom Studio,505 Games,Indie,True,3.92,45,6,51,929,332,windows;mac;linux
100610,Eternal Wanderer,2022-12-20,Focus Entertainment,Paradox Interactive,Action,False,18.57,87,112,199,1574,1162,windows;mac
100611,Broken Odyssey,2021-11-04,Void Odyssey Studio,Raw Fury,RPG,True,10.53,649,194,843,5848,3535,windows;mac
100612,Crimson Uprising,2009-08-23,Frozen Requiem Studio,Ubisoft,Strategy,True,11.01,335,58,393,3536,1666,windows;linux
100613,Frozen Kingdom,2013-12-18,Neon Citadel Studio,Indie Collective,Indie,True,5.04,155,13,168,939,669,windows;mac;linux
100614,Golden Odyssey,2016-02-06,Valve,Valve,Action,False,22.92,1763,2146,3909,483,381,windows;mac
100615,Ashen Descent,2025-08-08,Ashen Legacy Studio,Annapurna Interactive,Action,True,10.67,337,31,368,1905,861,windows;mac
100616,Eternal Sanctuary,2014-06-19,Silent Protocol Studio,505 Games,Action,True,7.81,34,35,69,1356,984,windows;linux
100617,Shadow Frontier 2,2018-05-05,Neon Requiem Studio,505 Games,Indie,True,5.88,49,7,56,421,271,windows;mac
100618,Ashen Protocol,2020-05-25,Rogue Colony Studio,Solo Studio,Indie,True,0.0,343,67,410,836,353,windows;mac
100619,Void Descent,2020-07-20,Devolver Digital,Private Division,Simulation,False,22.92,71,26,97,2670,1217,windows
100620,Rogue Wanderer,2013-06-06,Silent Colony Studio,Square Enix,Indie,True,4.01,92,9,101,616,321,windows;mac
100621,Lost Chronicles,2016-01-09,Rogue Colony 6 Studio,EA,Sports,True,17.43,811,277,1088,1577,1075,windows
100622,Frozen Wanderer,2019-02-28,505 Games,Focus Entertainment,Casual,False,11.34,1797,909,2706,447,322,windows
100623,Neon Frontier,2018-11-12,Crimson Protocol Studio,Square Enix,Indie,True,4.04,558,136,694,1147,394,windows
100624,Rusty Reckoning,2024-07-23,Raw Fury,Square Enix,Adventure,False,14.17,550,263,813,471,242,windows
100625,Ashen Reckoning,2021-12-17,Team17,Paradox Interactive,Action,False,38.33,1441,353,1794,1609,629,windows
100626,Shadow Protocol,2019-01-22,Silent Odyssey 4 Studio,Valve,Indie,True,4.46,201,41,242,934,636,windows
100627,Frozen Chronicles 5,2023-04-19,Focus Entertainment,Valve,Action,False,29.68,11332,3359,14691,2000,1549,windows;linux
100628,Neon Colony 6,2017-11-28,Iron Legacy Studio,Solo Studio,RPG,True,8.83,463,111,574,4142,3009,windows
100629,Rusty Reckoning,2021-02-13,EA,Private Division,Adventure,False,15.68,477,335,812,753,486,windows
100630,Ashen Chronicles,2014-02-23,Iron Chronicles Studio,Team17,Indie,True,4.55,141,43,184,1108,738,windows
100631,Rogue Citadel,2020-06-25,Indie Collective,Indie Collective,RPG,False,25.36,8586,1944,10530,4006,1717,windows;mac;linux
100632,Crimson Frontier,2016-08-26,Raw Fury,Paradox Interactive,Adventure,False,12.12,24774,7130,31904,716,216,windows
100633,Ashen Kingdom,2013-03-06,Team17,Focus Entertainment,Strategy,False,27.98,30933,20156,51089,3377,1317,windows
100634,Silent Chronicles,2024-06-09,Neon Requiem Studio,Devolver Digital,Sports,True,13.4,1030,102,1132,1761,600,windows;mac
100635,Neon Colony,2018-07-20,Silent Colony Studio,Valve,Indie,True,4.26,158,66,224,651,309,windows;linux
100636,Golden Reckoning,2025-08-10,Annapurna Interactive,505 Games,RPG,False,24.43,1129,229,1358,5209,2876,windows;mac
100637,Ashen Frontier,2022-10-27,Silent Uprising Studio,Raw Fury,Indie,True,4.76,506,212,718,819,504,windows;mac;linux
100638,Silent Citadel,2023-02-16,505 Games,Private Division,Action,False,21.34,8529,555,9084,1672,1117,windows;mac
100639,Rusty Uprising,2023-12-21,Private Division,Ubisoft,Action,False,0.0,17487,2685,20172,1914,703,windows
100640,Silent Reckoning,2017-01-14,Rusty Protocol Studio,Valve,Strategy,True,9.43,568,55,623,2492,1301,windows
100641,Void Descent,2018-01-06,Lost Descent Studio,505 Games,Sports,True,11.34,567,380,947,446,237,windows
100642,Crimson Protocol,2020-01-23,Focus Entertainment,EA,RPG,False,39.81,643,112,755,2653,1109,windows
100643,Golden Requiem,2020-04-19,Iron Legacy Studio,EA,Indie,True,4.27,137,147,284,641,504,windows;mac
100644,Dark Citadel,2024-06-02,Dark Wanderer 1 Studio,Private Division,Sports,True,19.44,486,140,626,856,505,windows
100645,Iron Horizon,2015-05-14,Golden Uprising Studio,Devolver Digital,Casual,True,4.12,262,36,298,473,312,windows
100646,Neon Descent,2010-08-08,Rusty Chronicles Studio,Square Enix,Adventure,True,5.48,157,34,191,746,412,windows;mac;linux
100647,Golden Chronicles,2008-10-25,Ashen Descent Studio,Ubisoft,RPG,True,13.48,478,94,572,2177,812,windows;linux
100648,Rusty Wanderer,2017-12-25,Indie Collective,Indie Collective,Strategy,False,0.0,10007,2804,12811,2630,874,windows;mac
100649,Lost Sanctuary,2019-09-15,,505 Games,Action,False,14.84,477,117,594,1573,1203,windows
100650,Crimson Descent,2022-07-05,Golden Reckoning Studio,Paradox Interactive,Simulation,True,7.48,79,35,114,3306,1926,windows;mac
100651,Dark Kingdom,2024-11-06,Broken Frontier Studio,Square Enix,Strategy,True,8.21,1059,256,1315,4430,1559,windows;linux
100652,Void Citadel,2019-11-22,Shadow Protocol Studio,Square Enix,Indie,True,5.98,79,136,215,566,268,windows;linux
100653,Crimson Protocol,2010-02-09,Devolver Digital,Raw Fury,Strategy,False,22.1,1785,575,2360,3334,1928,windows
100654,Broken Legacy,2012-08-17,505 Games,Valve,Action,False,26.83,10474,991,11465,768,490,windows;mac
100655,Frozen Odyssey,2017-10-13,Void Wanderer Studio,Raw Fury,Adventure,True,7.0,106,81,187,1194,935,windows;mac;linux
100656,Lost Citadel,2011-10-20,Focus Entertainment,Team17,Strategy,False,20.32,2238,365,2603,3142,2208,windows
100657,Shadow Frontier,2024-10-01,Rogue Uprising Studio,Annapurna Interactive,Indie,True,5.38,54,23,77,786,375,windows
100658,Lost Citadel,2021-03-12,Indie Collective,EA,Adventure,False,20.15,1778,1134,2912,724,357,windows;mac;linux
100659,Neon Odyssey,2018-06-04,Rogue Sanctuary Studio,Raw Fury,Action,True,8.46,120,526,646,83,65,windows;linux
100660,Rusty Requiem 3,2015-10-09,Team17,Indie Collective,RPG,False,23.28,369,434,803,1907,1469,windows;linux
100661,Broken Colony,2021-01-19,Focus Entertainment,Raw Fury,Simulation,False,0.0,1103,19,1122,4820,3840,windows
100662,Void Odyssey,2014-04-22,Team17,EA,Adventure,False,20.2,5340,1010,6350,862,595,windows
100663,Frozen Uprising,2024-06-10,Devolver Digital,Raw Fury,Strategy,False,26.06,896,616,1512,3572,2032,windows
100664,Eternal Frontier 7,2021-07-25,Devolver Digital,Ubisoft,Sports,False,30.05,13141,2275,15416,640,258,windows;mac;linux
100665,Golden Kingdom,2010-06-27,,Square Enix,Action,False,20.23,939,512,1451,1401,729,windows
100666,Broken Kingdom,2021-01-21,Lost Protocol Studio,Private Division,Simulation,True,8.37,298,159,457,2475,1179,windows;linux
100667,Dark Sanctuary,2013-02-18,Broken Kingdom Studio,Solo Studio,RPG,True,14.39,46,11,57,5806,4165,windows
100668,Rogue Reckoning,2019-07-16,Frozen Chronicles Studio,Indie Collective,Indie,True,5.1,1744,1053,2797,972,746,windows;mac
100669,Lost Descent,2018-09-28,Neon Legacy Studio,Team17,Indie,True,5.14,21,70,91,5,2,windows
100670,Silent Wanderer,2018-02-19,Crimson Kingdom Studio,Paradox Interactive,Free to Play,True,0.0,103,1562,1665,100,64,windows
100671,Shadow Kingdom,2019-03-04,Ubisoft,Focus Entertainment,Action,False,25.48,3111,1520,4631,692,314,windows
100672,Crimson Descent,2022-03-26,Rusty Sanctuary Studio,Raw Fury,Indie,True,6.4,58,233,291,428,268,windows;mac;linux
100673,Lost Descent,2018-10-17,Void Reckoning Studio,Valve,Sports,True,16.63,19,15,34,1608,640,windows;linux
100674,Frozen Wanderer,2020-09-08,Eternal Wanderer Studio,Valve,Casual,True,3.39,44,2,46,360,119,windows;mac;linux
100675,Neon Descent,2024-09-21,Paradox Interactive,Valve,RPG,False,41.83,517,1351,1868,2252,1014,windows;mac
100676,Silent Colony,2024-01-24,Solo Studio,Annapurna Interactive,Action,False,33.37,1099,630,1729,1213,514,windows
100677,Crimson Horizon,2012-08-26,Paradox Interactive,EA,Casual,False,6.51,8428,9595,18023,355,127,windows;mac;linux
100678,Crimson Sanctuary,2018-03-03,Shadow Colony Studio,Team17,Indie,True,4.69,260,125,385,543,256,windows;linux
